tweet	sarcastic
The A1 literally bores me to tears ! Without a doubt the worst road in the North ! #firstgear #notmoving #sarcasm	1
@DisBodySoLean hell yeah they shoulda I can't lie curry is playing lights out but they are going down tonight ! #sarcasm	1
Before sex , you help each other get naked . After sex , you only dress yourself . Moral of the story : No one helps you once you're fucked . #sarcasm	1
"I love One Direction "" Well I love McDonald's but you don't see me making an account pretending to be a chicken nugget , do you ? #sarcasm"	1
That awkward moment when you show someone something really funny &amp ; they don't think it's funny at all . #sarcasm	1
I love being called babe , wow #sarcasm	1
Bitch reply back NOW @CastroDanilo19 😂 😒 #DesperateTweetMuch ? Lmfao #NOT #sarcasm	1
RT There are 2 kinds of relationships :1 . Worth 2 . Vyarth #sarcasm	1
"RT "" My boyfriend/girlfriend won't let me . "" Congratulations on your 3rd parent ! #sarcasm"	1
I wish I could actually get paid doing drawings and designing shit . So far all my art related work has been volunteer work #sarcasm	1
Surprise surprise Jeddah ! Raining aaaaas ... ! #sarcasm	1
i'm doing a follow spree right now so like or retweet this if you want me to follow you back friends 💁🏽 #sarcasm	1
"Is it wrong to ask someone with an eye patch "" Was it all fun and games up to that point ? "" #sarcasm"	1
Just because I tweet something doesn't mean it's relevant to my current situation . My tweets are a reflection of my thoughts , not my life #sarcasm	1
"Science - promoting our "" spiritual well being "" . Bears no resemblance to religion ... #YeahRight #Qanda #sarcasm"	1
You can't just use me , then ignore me , then come back when you need me . That's not how it works . #sarcasm	1
I appreciate all your effort with this . #not #sarcasm	1
Thanks for sticking up for me ! #not #sarcasm	1
@garvoca73 @iTweetTurf between 6 &12kg weekly . It loves it &really tightens the sward . I read in GI the other day that it doesn't #yeahright #sarcasm	1
when u need to talk about something but u already talk about it way too much and don't want to annoy anyone #sarcasm	1
Twitter , #why #are #you #not #displaying #hashtags #properly pls . #sarcasm	1
"@dulcxxt "" it was great . i am quite busy with papers , and writing music though , haven't actually got time to socialize "" she frowned . #sarcasm"	1
Highly upset that my @tartecosmetics tartelette2 came all broken smh well looks like I'll be calling @ULTA_Beauty tomorrow #sarcasm	1
Man I look good on snapchat #Not #sarcasm	1
Nice to see Bobby Jindal not using a life-threatening storm as a platform to advance the GOP cause . #DickMove #sarcasm	1
They gave a music album for free and do you want to return it ? Shame on you ... #NOT ! XP #sarcasm	1
Everyone has three lives : A public life , A private life , And A secret life #sarcasm	1
If I was a teacher I would create a multiple choice test where all 30 answers are D just to fuck with the students heads . #sarcasm	1
@realDonaldTrump Some people say Hillary was seen in multiple places simultaneously . Was it Avatar a Pokémon a Doppelganger or an evil twin #sarcasm	1
I decided that bc I deleted yik yak I am now going to tweet everything I normally would yak . I am #not #ashamed #sarcasm	1
So tired of nothing ever working out . #sarcasm	1
"RT "" lol "" i say with no fucking expression on my face #sarcasm"	1
And there's sun goes down around my love history ♫ Tragedy on September by The Flins Tone — #sarcasm	1
I'm sick and tired of people telling me to turn off lights to save the environment . I tried it once , and I nearly killed some guy on a bike . #sarcasm	1
I would like to thank everyone who made sure I knew the Colts lost last night #NOT 😒 😑 😩 #sarcasm	1
started from the bottom and i was somehow able to get lower #sarcasm	1
The bank of america across where my mom works got robbed ! Had to call my mom if she was okay because it was during her lunch break . #sarcasm	1
Skye that was some cool MOVES ! #Lol #not #BBAU #sarcasm	1
If we date you can have my phone password , read my texts , answer my phone , get on my twitter , and read my DM's . I have NOTHING to hide . #sarcasm	1
"I remember my first day on twitter .. I was like , "" What the fuck is this shit ? "" #sarcasm"	1
Hot chocolate and nerd love on my day off . I can dig it . #sarcasm	1
#Glue was hilariously unrealistic . I'm always taking coke and stealing cars ... #not #sarcasm	1
Patiently waiting on Tuesday #sarcasm	1
I love sleeping , but I never want to go to bed early . #sarcasm	1
I don't know if I'm crying because Tracy Chapman's music is so great or because I'm failing tomorrow's exam . #sarcasm	1
Sleep deprived #ugh #flu fuck off #pleaseandthankyou #bustin headache #sorethroat #runnynose #not well snapchats and text are welcome #sarcasm	1
RT You just keep doing everything you can go piss me off . ! Thanks 😴 #sarcasm	1
Today is the first day of the rest of your life ... And if that doesn't work out for you , tomorrow is the first day of the rest of your life . #sarcasm	1
Great way to start my morning by failing a statistic quiz ! #NOT good thing we have 3 drop quizzes #sarcasm	1
The stupid fire alarm went off again today like no like that's 3 days on the run now ! And it went off when it was raining so heavy and we #sarcasm	1
@ezeonthemic I'm sooo scared ! #not ! #sarcasm	1
Falling asleep to the sound of screaming is truly a beautiful thing #not #sarcasm	1
"Saying "" OKAY "" just to get your parents to stop talking . #sarcasm"	1
Sharkeisha hit her so hard her glasses turned into contacts ! #sarcasm	1
Who's trying to bring ask . fm back #not #sarcasm	1
@GabbsFangman thank you so much ! Not sure if I should favorite that bday shout out or retweet it ... So I did both ! #strongtwittergame #NOT #sarcasm	1
Oh yeah and blasting powwow in the office because its just me and secretary here #sarcasm	1
Literally stressing over nothing #notgood #sarcasm	1
Love being wide awake at 3 am on game day ! Sleeping on the ride over will be nice , until its my turn to drive #sarcasm	1
My day is off to a fantastic start #not #sarcasm	1
"Awesome 5 ☆ "" "" Outstanding 5 ☆ "" "" One of the best reads I've had in a very , very long time 5 ☆ "" #Kindle #SciFi #sarcasm"	1
Dear ladies with landing strips . It's 2013 , I have GPS and auto pilot . I can land this thing in the dark . Clear the road ! #sarcasm	1
Last day of clinicals ... Such a bittersweet feeling . School may kick my ass but I love what I do and my life is pretty bomb 😍 #sarcasm	1
plucking your eyebrows is legitimately very stressful because you pull out one wrong hair and it's game over #sarcasm	1
Life honestly couldn't get any better #sarcastictweet #sarcasm	1
@TheBiggestJim @lady_writers uh , with this episodes you managed to do right a clichè kind of episode AND fixing one of my least favorite S1 #sarcasm	1
Bc going to CVS @ 1130 in pajamas and slides to get sleep & sinus medicine is what I had in mind for tonight #NOT #ThisIsAwful #sarcasm	1
Love me like you do ! 🎼🎵🎼 love me like you do ! What do you waiting for ? ! #sarcasm	1
Lemme just say how excited I am to work all night in this beautiful weather 😃 😍 #not #sarcasm	1
@HillaryClinton You can tweet from jail ? I thought you were locked up already . Yawwwwwn ... you bore me . #sarcasm	1
Why test on animals when we have pedophiles , rapists , and murderers in prison ? #sarcasm	1
Oh you miss me ? I can tell by the way you ignore me . #sarcasm	1
Losing sleep due to over thinking on a nightly basis is linked to high blood pressure , depression and lack of motivation . #sarcasm	1
"@realDonaldTrump Donald's "" time to replace your AC filters "" reminder includes a note to "" check current spouse's expiration date "" #NeverTrump #sarcasm"	1
"So I had a few relatives from Kosovo say this too me over the summer "" is it time too find you a bf "" - . - #Not #really not after last time #sarcasm"	1
if someone can fall asleep knowing ur crying , knowing ur hurting or didn't get home safe , they don't care for you #sarcasm	1
I have so much fun just starring out my window #NOT #sarcasm	1
"High 5's are a great way to slap people in the face by "" accident "" :p #sarcasm"	1
I'm excited for @heyusaX ! Two hot guys hurting themselves and seeing @mametown & @gracehelbig react ? WHAT IS NOT TO LOVE ! #sarcasm	1
I'm having a lot of adventure type of dreams/nightmare lately . I don't know if I consider them bad dreams or not because I somehow enjoy it . #sarcasm	1
@katyperry @HerWonkEye @katycatsophia @camilasviews SHIT SHE AIN'T EVER GONNA BUT I'M OK WITH THAT #sarcasm	1
Ok , students . Listen up . It's @WHYYThePulse time ! First up , are kids waking up too early for school ? #sarcasm	1
@Mercury_Alex Ha ha ! Indeed . What is his salary again ? Worth every penny #not . #sarcasm	1
"RT ex :hey he : "" If you become a mother , can I have one of the puppies "" #sarcasm"	1
@realDonaldTrump filled a stadium unfortunately @HillaryClinton can't not one empty seat in house #sarcasm	1
@StrengthMark so great to hear . My box is dumping WODify and yours is a fantastic replacement for tracking lifts . I'll be sure to share ! #sarcasm	1
With the right music , you either forget everything or you remember everything . #sarcasm	1
RT How I Talk 25% Swearing 25% Sarcasm 50% A combination of both . #sarcasm	1
I need to find a 9 -year -old boy to help me with this . #not so #seaworthy 🚣 #sailing #ships #tallships #models #fa #sarcasm	1
RT Expecting a job after engineering is like , Seeing your crush and thinking she will be your GF one day ... ! 😂 😂 #sarcasm	1
Absolutely PERFECT time to have a fire alarm #sarcasm	1
You're either part of the solution or you're one of my coworkers . #sarcasm	1
"White Girls "" - a poemI need starbucks nowLike can this weather just notNetflix , uggs , and yoga pantsYour so pretty I can't even . #sarcasm"	1
"@billmaher @RealTimers Correction: ""Son"" of an orangutan ... Please get your facts straight ... :) #sarcasm"	1
OH I OFFENDED YOU WITH MY OPINION ? You should hear the ones I keep to myself . #sarcasm	1
"The only "" hot action "" going on in my bedroom is my laptop burning my skin #sarcasm"	1
@panthervipul @MJ_Smithy No one arguing that mate . You need your best batters out in SA . Experience is what that batting line up need ? #sarcasm	1
#Not have this feeling in 5 years now . I think it feels so good when you see your team play on every other tuesday or wednesday night . #LFC #sarcasm	1
RT Three stages of being single 1 . Born 2 . Stalking on social networking 3 . Dead #sarcasm	1
I love doing 20 sprints in 103 degree weather #not #sarcasm	1
17 hour dayz r kewl . #not #sarcasm	1
I'm #not a social conservative either , although I am a fiscal conservative , which means I'm an #expert of course . : ) #sarcasm	1
Shenmue 3 Kickstarter collector's edition - and still got probably another 3 years to wait for it #sarcasm	1
In those celebrities VS things If its Ariana VS anyone I would literally always choose anyone over ariana #notsoz #sarcasm	1
@Reuters Please do not use this view of HRC again . I find it offensive . Also find offensive any other view of HRC . Thank you . #sarcasm	1
"For many people , "" live and learn "" is one task too many . #sarcasm"	1
Pretty happy with these results #TT #Squats #not #done #yet 😊 #sarcasm	1
If your girlfriends driving you crazy ? It's probably because it's the only kind of driving she's good at . #sarcasm	1
Brains fired up for the eagles game ! #not brosh192 #sarcasm	1
@RepSwalwell Yeah , cuz terrorists will never get weapons without a license and a check . #sarcasm	1
Whenever I have a problem , I sing . Then I realize that my voice is a lot worse than my problem #sarcasm	1
Have to try on suits all day for a wedding , fun . #sarcasm	1
@avarose0 @savannahshay22 @amanda_mtaylor #not i . Scene 5 or 6 #sarcasm	1
Prelims week + Post prelims week for me ! Hooray ! #not but #sarcasm	1
RT To the world you might be one person but to one person you might just be the world . #sarcasm	1
@NBCPhiladelphia A shooting in #Philly ? Surprising . #not #sarcasm	1
RT Three women were busy in some work in a silent room ! #sarcasm	1
SLEEPOVERS , NO SCHOOL , SPREE , BONFIRES , SLEEPING IN , FRIENDS , LAKE , BOAT , S'MORES , OMG IM SO EXCITED FOR SUMMER ☀️ 🍉⛺️ #sarcasm	1
Work/school is gonna suck tomorrow , but this weekend was definitely one of the best yet . #sarcasm	1
@CNN diatribe on #NorthKorea is laughable Collusion between China Pakistan N Korea &amp; USA has created current sit 5th Nuclear Test @StateDept #sarcasm	1
My mama loud in here talking otp arguing with her coworkers about who makes the best tea ! WHO CARES . STHU #sarcasm	1
@FBI If you grew up in the hood when the white race died black women would of told you as a preteen you weren't going to get a girlfriend . #sarcasm	1
You make me strong #I #am #not #okay #sarcasm	1
Sunday nights suck ass because tomorrow is monday and no body likes mondays t - . - #sarcasm	1
I love giving to my family and friends but I wish I had tons of money to buy that shit with #sarcasm	1
The key to ending racism is to promote love for all . Not shift the hatred towards the other side . #sarcasm	1
Seeing that makes me feel real happy . #not #sarcasm	1
@MissAngelaDavis I'm awake and can't sleep , so I figured I'd make an early breakfast . I have about a half hour to do so . Do you have any #sarcasm	1
That awkward moment when no one else is laughing , except for you and you can't stop . #sarcasm	1
There are two types of people in the world :1 . People who understand and appreciate sarcasm . 2 . Idiots . #sarcasm	1
honestly , sometimes you just gotta take a deep breath and say fuck it . #sarcasm	1
Me : mom ... dad .. I decided to live on my own from now on . Them : Okay , Me : Your shits outside . #sarcasm	1
My mom blame EVERYTHING on my phone . you failing ? Cuz that phone . You tired ? always on that phone . Oh You hungry ? Cuz that damn phone ! 😒 #sarcasm	1
I'm at my most vulnerable when I'm trying to figure out the sensitivity of the hot/cold knobs of someone else's shower #sarcasm	1
@JuliaHaas65 you and @choibrandon97 will have me ready to get yelled at 😉 LOVE YOU ❤️ ❤️ ❤️ #sarcasm	1
I literally almost get in a car accident at least once a day ... #stjohnstraffic #notmyfault #crazydrivers #sarcasm	1
its 2016 why do i still need to charge my phone #sarcasm	1
Stuck babysitting while everyone goes shopping 😞 #sarcasm	1
great service BPI ! #helladisappointed #sarcasm	1
I'm volunteering tomorrow on my one day off this week ... Then working on my essay . Never . Ending . #sarcasm	1
I love just being out aside #not #sarcasm	1
@ThatGuyBranch Something about spreading poison and just flinging people brings me the upmost joy . #sarcasm	1
At night , I can't sleep . In the morning , I can't wake up . #sarcasm	1
Bought this hat in the Fun Shops and hoping to hit the Liquid Lounge tonight ! #MWBCarnival #sarcasm	1
shopping rule #1: if it's not black put it back on the rack #sarcasm	1
My blood pressure is 120 over 69 . It's apparently having a lot more fun than the rest of me . #sarcasm	1
To wait around to attempt to sleep or to wait until I get this ? #sarcasm	1
Taylor Swift seems like the type of chick that would poke a hole in a condom . #sarcasm	1
You know you had an awesome night when you need sunglasses to get food out the fridge . #sarcasm	1
RT Commited* gets jealous of single friends* Single *gets jealous of commited friends * #sarcasm	1
#SefiesForNash #NoticeMeNash @Nashgrier literally just want you to notice me 😭 😭 😭 #sarcasm	1
I just love how you're always there for me #not #sarcasm	1
"*Playing game for first time* "" Would you like to try the tutorial first ? "" Me : "" No . "" *moments later* Me : "" How the fuck do you play this . ? #sarcasm"	1
Got out of the shower and realized I only shaved one leg #toohungovertofunction #sarcasm	1
I love their arguments honestly 😂 #sarcasm	1
RT One doesn't simply disobey their mother's instructions when dad is near #sarcasm	1
#not perfect #stress free is da best way to be #ya man #sorry bob cnt blaze ths go round #sarcasm	1
hello modelling agency ? yeah my selfie just got 34 likes i think i'm ready to go pro #sarcasm	1
The mid-season finale is gonna be crazy ! #LetThemIn #TheWalkingDead #CantWait #sarcasm	1
can't wait to see the doctor again for this chronic cough #sarcasm	1
@BryonyKimmings yes those are often words that spring to my mind to describe you #NOT #sarcasm	1
Can't wait until December 5 , 6 when @Sony announces #SocomRemastered #PlayStationExperience bring back history ! #sarcasm	1
@Calum5SOS if i ever get a puppy i'm straight up naming it calum/hood #sarcasm	1
Having to wear a life jacket in public because you're drowning in all the bitches . #sarcasm	1
@CMPunk cause blood is fake depending on who your opponent is ... #cmpunklogic #sarcasm	1
Don't consider yourself an ugly person Consider your self a beautiful monkey . #sarcasm	1
RT The first guy to discover milk probably did lot of other weird stuffs . #sarcasm	1
such a great day ‼️ #not #sarcasm	1
@hollabakschlaak @topherfincher well then #im #not #interested #sarcasm	1
2014 is in 1 month and i still write 2012 on my school papers . #sarcasm	1
I would love to take a day off of social media but I feel so alone and left out when I'm not up to date on everything #sarcasm	1
I really need to stop myself from buying Fallout 4 , it's either going to be I'm not going to enjoy it that much if I do or i'll end up #sarcasm	1
@sumiNat But yeah you're right lets lie , throw the actors under the bus but raise 'awareness ' while I make my money ! woohooooo ! loving it ! #sarcasm	1
teen pregnancy is more acceptable than being gay and that's really sad #sarcasm	1
"Science - promoting our "" spiritual well being "" . Bears no resemblance to religion ... #YeahRight #Qanda #sarcasm"	1
Unless you're music , I don't want to listen to you in the morning . #sarcasm	1
@ABC what about its failure space research station soon it will tell #sarcasm	1
RT Keys to happiness :1) Order a pizza . 2) Eat that pizza . 3) Repeat . #sarcasm	1
yeah for root canals ... #not #sarcasm	1
School today ! YAY ! at its finest . @BehindTheSecret lol watching gay people is so inspiring ! again #sarcasm	1
@ahhhlexx Arguing with his date . Like , keep your opinions and all but question her beliefs on a first date ? Maybe not the best thing to do #sarcasm	1
getting called cute by someone who is way cuter is the best feeling ever tbh #sarcasm	1
Quasimodo always held his head a little higher on Wednesdays . You know why . #sarcasm	1
Because being a bitch in front of everyone is so classy . #not #sarcasm	1
Of course the night I actually get things done in time to get 6 hours of sleep , I'm not tired and can't fall asleep . #yay #lovemylife #sarcasm	1
@ all my competitors for h . i . this weekend : so sorry I'm going to suck so badly #sarcasm	1
"RT Some people keep on saying "" I am what I am "" ... Well the question still remains the same . "" What are you "" #sarcasm"	1
@Jaboowins way to go . Great role model #not #sarcasm	1
There's nothing like the morning smell of beat and skinned BABY seals , is there ? #furfreeforever #furfreefriday #sarcasm	1
"First day we got our stuff for basketball - leaves bag at gym and forgets to bring I home . Still not as bad as "" forgetting "" homework #sarcasm"	1
crazy busy day with what began @7am with the maintenance man arriving to inspect . beautiful start to my friday #sarcasm	1
I love getting invited to stylehaul events that are always in calfornia 😊 😊 😊 especially since i dont live in california 😊 😊 its so great #not #sarcasm	1
Lmfao the person who marked my lab report is way too fucking nice 😂 . But yay for me #sarcasm	1
Love being second choice 😊 😊 😊 #sarcasm	1
Also let's hope she actually leaves them on #yeahright #sarcasm	1
That awkward moment when you have 5 minutes left for your exam , and suddenly you remember everything . #sarcasm	1
It goes down 😂 . I love how the camera dude was singing and shit in the beginning #sarcasm	1
I kind of hate to mix politics and literature but this thing from @nytimes is really interesting : #books #politics #sarcasm	1
Rain is just disrespectful to my hair . #sarcasm	1
It's easier to stay awake till 6 AM , than to wake-up at 6AM #sarcasm	1
@showstopper2123 @bear999com depends i guess just because it did not sell huge in the west , does not mean many don't still enjoy it #sarcasm	1
RT Feeling lonely with Angel Priya and 108 others . Care to chat ? #facebook_addiction #sarcasm	1
when a girl asks u a question she most likely already knows the answer to it so don't lie ;) #sarcasm	1
In college , the term ‘April showers ' is actually the tears you cry while desperately trying to raise your GPA #sarcasm	1
"Love hearing that I'm "" second best "" in your eyes #not #sarcasm"	1
That moment when you out of groceries but it's Black Friday and you'd rather starve than deal with all these bitches #BLESSED #sarcasm	1
RT We all have that one friend who watches Doraemon 24 hours #sarcasm	1
@LoreScarlet_ Coming along ! :) I'm hoping to hit 50K by the end of this week . Take Thanksgiving off , ha ha . #sarcasm	1
@KailLowry although the 3yr old I babysit can't chew gum yet (he really wants to ) I can't wait to read #LoveIsBubblegum w/ him ! #nannylife #sarcasm	1
@lovelikeatoms *hides under one of those burned pieces of bread* I shall not delete those tweets out of solidarity u . u #yeahRight #sarcasm	1
i am literally so sarcastic all the time that when i use the tag #NotASubtweet even i dont know how to feel #sarcasm	1
Great to see Arby's doing their bit to tackle obesity in America . #not #sarcasm	1
Sitting in class and a fucking spider crawls on my books , literally flipped the whole desk #notplaying #sarcasm	1
Cant someone from Internetmana just take the media to the NSA building RIGHT NOW , storm the ramparts and just #SHOWMETHEMONEY ? #yeahright #sarcasm	1
RT Why take sleeping pills when you can just read RD Sharma and fall asleep ! :) #sarcasm	1
Omg its raining what a surprise #sarcasm	1
@Ian_Fry Nothing like an un-toasted Subway to get you through the day . #sarcasm	1
im losing sleep for this and all they're talking about is the god damned potato why #sarcasm	1
If people could read my mind , I'd get punched in the face a lot . #sarcasm	1
Me trying to express how I feel : Idk I just feel like ... idk ... idk ... idk man . Nvm I'm good . #sarcasm	1
I'm a love machine & I won't work for nobody but you 😉 #sarcasm	1
every once in a while i check up on people i hate to make sure i still hate them i do #sarcasm	1
if we used to talk & don't anymore chances are i miss the hell out of u but i've assumed that u dislike me & that's why we stopped talking #sarcasm	1
Can't wait to go to class today #nobueno #sarcasm	1
Shoutout to that ex that you never actually dated but when y'all stopped talking it felt just like a break up #sarcasm	1
I'm absolutely exhausted but this was 1 of the best nights of my life . Thank you so much for being so rad @botdfmusic . You never disappoint . #sarcasm	1
Oh hi Walmart . How I've missed you . #not #hatethisplace #sarcasm	1
RT me : *goes to nasa* hello i would like to volunteer to be thrown into the sun nasa : u would die me : i beg u #sarcasm	1
🐪 H 🐫 U 🐪 M 🐫 P 🐪 D 🐫 A 🐪 Y 🐫 #sarcasm	1
Our generation doesn't knock on doors ... We'll call or text you , so you know we're outside . #sarcasm	1
I turned up so hard tonight #not #stayedinbed #sarcasm	1
They made pills to improve memory like those patients gonna remember to take them . #sarcasm	1
ROGER & OVER Good morning this is God ! I will B handling all of your #problems today I will #not need your help , so have a miraculous day #sarcasm	1
Literally folded half a load of laundry in the four hours I've been up and about ... #notmotivated #sarcasm	1
Yes please keep ignoring me ... That's great 😊 😊 😊 #sarcasm	1
@realDonaldTrump Mr . President Trump's a very busy Commander in Chief Executive Business Man Making America Great Again ! God Bless you . #sarcasm	1
Yay Class for 4 and a half hours . #not #sarcasm	1
Love when Dalton is on my computer and makes a post about a girl he likes and makes me look like a lesbian . #ThanksBuddy #Not 😂 #sarcasm	1
I like going to chem and learning about NASA .. ? #sarcasm	1
@MiissDolly hey I got a new number a long time ago and lost all my contacts can u text me please ? #sarcasm	1
@TradeChat Because its the internet , only some people care and they are vocal about it #Not -surprised -by -net -anymore #sarcasm	1
I love this guy . Perfect way to spend a day off mid-week . #sarcasm	1
If I found out I only had a week to live , and could go anywhere in the world , I think I'd go to the hospital because that sounds serious . #sarcasm	1
I love not working nights anymore 😎 #sarcasm	1
sometimes i get frustrated because u cant put numbers in caps 12 am I screaming ? you'll never know #sarcasm	1
Tw// im so fucking allergic to dogs I give one a bath and half an hour later im still covered in hives #sarcasm	1
It's socially acceptable to believe in a god , and everything that goes with it , but not aliens . #sarcasm	1
I'm crazy and I'm ruthless . #perfcombo #not #sarcasm	1
send me a consistent nigga that I can fall in love with , that will love me unconditionally and can call mine , I'm just waiting on you @god . #sarcasm	1
please jump up and down more . it's soothing and makes it easier to sleep . #reallystopmoving by 11pm preferably . #sarcasm	1
RT My kind of love story : Diet and food are in love with each other . #sarcasm	1
Samples of DNO student work generated in our fantastic studio art class . Nice work , students ! #sarcasm	1
*Texting a new person *Them : send me a picture Me : bitch this ain't Snapchat ! #sarcasm	1
Crystal , Karley , and Erin can't wait to get sweaty with you this #yogafriday at #oxygenportmoody ! #sarcasm	1
Females will find out everything , so I suggest you don't lie to them . #sarcasm	1
Tbt to working at belts this summer because my favorite customers have paws 🍦🐾 #sarcasm	1
RT Kejriwal is like those parents who make promises to kids for getting there job done #sarcasm	1
Friendship is like a book , it takes a few seconds to burn , but it takes years to write #sarcasm	1
@BBCSport @heritagektown @tiffofili congrats , he can use it to run from #ISIS #sarcastictweet #sarcasm	1
Fixed 😃 Everyday would be a great day to just chill at home doing nothing . #justsaying #sarcasm	1
taking a nap is always so risky like when will I wake up ? in thirty minutes ? in 2 hours ? in 7 years ? no one can be sure #sarcasm	1
Starting to miss my family . Faction before blood right ? #not #missandloveyou #sarcasm	1
I love no sleep #not 😧 #sarcasm	1
When she said she needed someone to bring the bread home , she didn't mean it literally . #StayInYourLane #shewantstheD #notasindyke #sarcasm	1
I be scared to open my car door when it's windy 😩 hoping I don't hit another car #sarcasm	1
Did you seriously just try talking to me about a stair stepper ... #PickUpLinesThatWork #not #sarcasm	1
Opinions are like assholes : some people make money by posting them on the internet . #sarcasm	1
If youre ever attacked by a mob of clowns , go for the juggler . #sarcasm	1
when your parents call you to tell you they are going out meanwhile your stuck babysitting until midnight #sarcasm	1
In bed by 10 and I get to sleep (at least ) an extra half hour tomorrow ? ! #TheLittleThings #sarcasm	1
@guardian #democracy In the 21 century a colonialist country ,with colonies , talk that hurts democracy a complex process as it is in Brazil #sarcasm	1
#lucky or #not lucky ... ? #carousel #coffee #play @ Carousel #sarcasm	1
This is just awesome ! #Not #sarcasm	1
In case anyones wondering , right now it feels like my intestines are trying to secede from the rest of my body .. Its a pretty fun time ! #not #sarcasm	1
When I wear brace #bdontlikeit #not #comfy #for #kiss #lol # ☝️ #sarcasm	1
Twitter , #why #are #you #not #displaying #hashtags #properly pls . #sarcasm	1
Love istholding hand in the street . Marriage is holding arguments in the street . #sarcasm	1
it is ama-za -zing what you can accomplish in a day when you don't spend half of it napping #productivetweet #lovelife #sarcasm	1
Having plans sounds like a good idea until you have to put on clothes and leave your house . #sarcasm	1
When the people that live upstairs are elephants #sarcasm	1
"Tip to get out of jury duty : Begin every answer with "" According to the prophecy . "" #sarcasm"	1
Yay its raining and its pouring and there is no old man snoring 😂 #sarcasm	1
"My mom just sent me a friend request on Facebook ! Finally I can use that "" I'm not your friend I'm your mother "" speech to my advantage . #sarcasm"	1
Nice little 3 and a half hour sleep before I head to the Dam 😏 #sarcasm	1
i find it hard trusting people cause everyone who promised they would never leave , always did #sarcasm	1
I accidentally typed ;) instead of :) and now she thinks I want to fuck #sarcasm	1
RT There are two types of people 1 . Those who have a gang 2 . Those who only have a best friend . #sarcasm	1
@EllenPompeo @caterinatweets @TheRealKMcKidd @7JustinChambers Jo never gave an answer , Owen has a sister , Amelia went to a BAR ! I can't wait #sarcasm	1
Yeah , sometimes the heart can see what's invisible to the eye All you gotta do is listen to your deepest feelings They don't ever lie #sarcasm	1
Love waking up to dig puke piles in the morning ! #loveit #sarcasm	1
@ctrlwinter @ctrlatlas what wit u getting up in my bid-ness about where I'm gettin my love from ! when i get back I'm beatin u up ! #sarcasm	1
RT Next time a Girl brother zones you , file a case asking for share in her father's wealth . #sarcasm	1
High Prairie accent hype ... That'll help tourism #paznat #not #sarcasm	1
In need of a glass of wine and a fag ? Lol #sarcasm	1
"Vikings could "" reverse course "" on Peterson : The walls closing in . Possibly a 75% chance that #Peterson does #NOT play vs . the #Saints . #sarcasm"	1
Looking thru FB ... Parents with their kids sharing their joy of their school exam results . Im trying to imagine #sarcasm	1
I wish i was an iceberg because icebergs dont have to go to school or have crushes on people they just float around destroying things #sarcasm	1
How to break up with someone :You : Your ex is attractive . Partner : Which one ? . You : Me , Bye #sarcasm	1
Life is weird . You can go from being strangers . To being friends . To being more than friends . To being pratically strangers again . #sarcasm	1
Casually looking online for a new car ... because I'm totally in the market to make that kind of purchase 😏 😔 #Not #sarcasm	1
3 hours is reasonable #not #sarcasm	1
RT Teacher : Form a sentence using the word aftermath . Me : I always feel sleepy after math class ! #sarcasm	1
It's funny how I'm the 1 with the full time job while ur home sitting on ur #fat ass BUT I have to keep up contact #not happening again ! 😡 #sarcasm	1
@sarahjaywilson I think 92 pounds is okay for me 95 . 5 #Not #sarcasm	1
I miss my childhood , no homework , no wake up early , no exam , no stress , no problems in life . #sarcasm	1
@bigmoelbc im glad u find that funny lol im sad . #not . #sarcasm	1
"RT "" @Jeriniseeeee : Females be fucked up , be willing to play any position just to feel relevant .. #Not me . "" ducK hoes 🐥🐣 #sarcasm"	1
Sunday nights suck ass because tomorrow is monday and no body likes mondays t - . - #sarcasm	1
i love periods ! the cramps r so much fun i puke everywhere (: #sarcasm	1
I read something the other day that made me piss myself . It was a sign that said : 'Bathroom closed . ' #sarcasm	1
"What 3 , 500 Working #Artists Really Think About the Word ‘ #Craft ' "" via @NicheRetailNews & @Wendy_Rosen #sarcasm"	1
Thanks for sticking up for me , it really means a lot 😘 😒 #not #sarcasm	1
Dropped 13 music videos for #PURPOSE yesterday . Which one is your favorite ? All videos on my YouTube #sarcasm	1
feeling like a million bucks after that chem 2 test . 😅 #not #sarcasm	1
These pictures are of future teacher me and future free-spirit me #not #sarcasm	1
@FoxNews @FoxNewsInsider These kids don't even know what they r doing . They r not taught history anymore . Funny they don't look opposed! #sarcasm	1
Getting married at 21 sounds a lot like leaving a party at 9:30pm #sarcasm	1
What is Twerking ?Miley Cyrus : It's a lot of booty . a lot of booty action . Me : But you ain't got NO ASS though #sarcasm	1
The last thing I want to do is hurt you . But it's still on the list . #sarcasm	1
Checked my checking account and it has a balance of -$5 . 64 . The real world is fun #not #sarcasm	1
Nothing great was ever achieved by doing nothing great . #sarcasm	1
RT Handle every problem lyk a dog .. If cant eat it or play with it , just pee on it and walk away ! #sarcasm	1
Computers were build in state labs with tax money , nothing to do with capitalism , more like socialism #sarcasm	1
I can't wait to go to work on my birthday . #Not #sarcasm	1
It's way too warm for this sweatshirt , but it's so comfy I don't even care . #comeonfall #sweaterweather #not #sarcasm	1
Cleaning my room is just putting away clothes , bc before I put them away they take over my floor ! #sarcasm	1
@HillaryClinton @robreiner Ah yes, climate change . The most important thing issue amongst people with no other issues . Must be nice . #sarcasm	1
